year,text
2012-02-09, Very nice \r All the portuguese guys liked!!\r Just missed the breakfast, but for the money its ok
2012-01-27, I am so happy about my stay at Aviengo! One of my favourite hostels in Europe! Friendly staff, helpful, good location, we had an amazing room (6th floor without lift hehe). I will go back there when i will go back to Amsterdam :)
2006-03-20, Extremely well located. Very kind staff. Beware of the stairway.
2012-03-02, Good place to stay for a few nights with a group of friends, if you are going to visit the city all day, and only be at the hostel during your sleep. There is no common room, you only have your room The showers are not enough for the number of people using it. The location is very good, you can walk everywhere, day or night. The staff is not very nice and they didn't even bother to put all of my group's beds together. It's cold in the room.\r Anyway, it is a very good option considering the price.
2012-01-26, The only one disadvantage for me was very thin blanket, I was cold during the night
2012-02-10, Our room was huge (directly under the roof) but kinda empty. I was a little bit disappointed that it didn't have the "oriental" look which one can see on the fotos on the Aivengo-homepage. Also the room could've been cleaner (toe nails on the floor and a bit dusty everywhere). The bathroom on the other hand was very nice and modernly furnished. During night time the room got quite draughty. The hostel staff was friendly and my girlfriend could borrow a hair dryer without problems. Hada nice stay
2012-02-23, Had read mixed reviews, however honestly the hostel was perfect for us. We had a private room booked for 4 of us away from the main building and it was brilliant. Right in the middle of the centre, we had a problem on the last day as the people in the room above us over ran the shower and it started leaking through our ceiling! Staff were brilliant though and despite it being quite early were right over to fix it and cleaned up the mess (and all of ours) whilst we were out! Would stay again
2012-01-06, no kitchen: only a microwave machine. this is not good for a several days' stay\r no spoon, no fork
2012-01-26, The hostel was great! Awesome staff allways ready to help in every way they could,the facilites where allways clean and all the people respected each other! The location was great 3/4 blocks away from de wallen and 5 min walk from centraal station!
2011-12-27, The heatint is not powerful enough. It is so cold in the room. But the location is perfect. It takes only 10 minutes to walk to the red light district. And the private 4-person room is quiet!
2012-01-20, The guys working there were all super nice and helpful, there was one woman who worked there who obviously is not enjoying her life but besides her the rest were great!
2012-02-17, This is a great hostel. I stayed there with my girlfriend in a private room with bathroom, everything cool, only inconvenient was to face a 6 floors staircase each time we went in or out, especially with the bags on arrival. \r But the hostel is great, good service, clean, very well located, and close to the central station, which means a lot when you arrive and when you leave.
